"minute","second","possession","duration","under_pressure","possession_team.id","possession_team.name","play_pattern.id","play_pattern.name","team.id","team.name","player.id","player.name","position.id","position.name","shot.statsbomb_xg","shot.saved_off_target","shot.aerial_won","shot.one_on_one","shot.deflected","shot.first_time","shot.redirect","shot.technique.id","shot.technique.name","shot.body_part.id","shot.body_part.name","shot.type.id","shot.type.name","shot.outcome.id","shot.outcome.name","match_id","location_x","location_y"
27,27,44,"0.17833",NA,772,"Spain",4,"From Throw In",772,"Spain",6655,"Fabián Ruiz Peña",11,"Left Defensive Midfield","0.048117142",NA,NA,NA,TRUE,NA,NA,93,"Normal",40,"Right Foot",87,"Open Play",100,"Saved",3943043,"101.2","49.8"
34,58,58,"0.641515",NA,772,"Spain",2,"From Corner",772,"Spain",16532,"Daniel Olmo Carvajal",19,"Center Attacking Midfield","0.02654902",NA,NA,NA,NA,NA,NA,93,"Normal",40,"Right Foot",87,"Open Play",96,"Blocked",3943043,"95","31.2"
42,24,69,"0.177902",NA,772,"Spain",1,"Regular Play",772,"Spain",3477,"Álvaro Borja Morata Martín",23,"Center Forward","0.07835983",NA,NA,NA,NA,TRUE,NA,93,"Normal",40,"Right Foot",87,"Open Play",96,"Blocked",3943043,"113.9","30.2"
44,5,74,"0.077283",NA,768,"England",1,"Regular Play",768,"England",10955,"Harry Kane",23,"Center Forward","0.048372418",NA,NA,NA,NA,NA,NA,91,"Half Volley",40,"Right Foot",87,"Open Play",96,"Blocked",3943043,"102.6","36.7"
45,41,75,"0.527765",NA,768,"England",3,"From Free Kick",768,"England",4354,"Phil Foden",19,"Center Attacking Midfield","0.1796937",NA,NA,NA,NA,TRUE,NA,95,"Volley",38,"Left Foot",87,"Open Play",100,"Saved",3943043,"114.4","29.9"
46,9,81,"0.544491",NA,772,"Spain",4,"From Throw In",772,"Spain",68574,"Nicholas Williams Arthuer",21,"Left Wing","0.1124816",NA,NA,NA,NA,TRUE,NA,93,"Normal",38,"Left Foot",87,"Open Play",97,"Goal",3943043,"109.9","28"
48,19,83,"0.515933",NA,772,"Spain",1,"Regular Play",772,"Spain",16532,"Daniel Olmo Carvajal",19,"Center Attacking Midfield","0.2455793",NA,NA,NA,NA,NA,NA,91,"Half Volley",38,"Left Foot",87,"Open Play",98,"Off T",3943043,"108.8","32.1"
54,15,91,"0.084968",TRUE,772,"Spain",3,"From Free Kick",772,"Spain",3477,"Álvaro Borja Morata Martín",23,"Center Forward","0.02528921",NA,NA,NA,NA,NA,NA,93,"Normal",38,"Left Foot",87,"Open Play",96,"Blocked",3943043,"95.8","46.1"
54,58,92,"0.422174",NA,772,"Spain",4,"From Throw In",772,"Spain",3477,"Álvaro Borja Morata Martín",23,"Center Forward","0.24310583",NA,NA,NA,NA,TRUE,NA,93,"Normal",40,"Right Foot",87,"Open Play",101,"Wayward",3943043,"110.9","51"
55,23,92,"0.743963",NA,772,"Spain",4,"From Throw In",772,"Spain",68574,"Nicholas Williams Arthuer",21,"Left Wing","0.04913289",NA,NA,NA,NA,NA,NA,93,"Normal",40,"Right Foot",87,"Open Play",98,"Off T",3943043,"97.2","43.4"
63,12,100,"0.715997",TRUE,768,"England",3,"From Free Kick",768,"England",30714,"Jude Bellingham",21,"Left Wing","0.05628593",NA,NA,NA,NA,NA,NA,93,"Normal",38,"Left Foot",87,"Open Play",98,"Off T",3943043,"99","37.2"
65,45,105,"0.50588",NA,772,"Spain",6,"From Counter",772,"Spain",316046,"Lamine Yamal Nasraoui Ebana",17,"Right Wing","0.16213313",NA,NA,NA,NA,NA,NA,93,"Normal",38,"Left Foot",87,"Open Play",100,"Saved",3943043,"103.5","49.7"
66,27,106,"0.032945",TRUE,772,"Spain",2,"From Corner",772,"Spain",4353,"Aymeric Laporte",5,"Left Center Back","0.097933225",NA,TRUE,NA,NA,NA,NA,93,"Normal",37,"Head",87,"Open Play",96,"Blocked",3943043,"111.9","43.8"
69,7,110,"0.971571",NA,772,"Spain",2,"From Corner",772,"Spain",6655,"Fabián Ruiz Peña",11,"Left Defensive Midfield","0.03257165",NA,NA,NA,NA,NA,NA,93,"Normal",38,"Left Foot",87,"Open Play",98,"Off T",3943043,"93.3","35.9"
69,59,111,"0.018527",TRUE,768,"England",7,"From Goal Kick",768,"England",4760,"Ollie Watkins",23,"Center Forward","0.07470869",NA,NA,NA,NA,TRUE,NA,92,"Lob",40,"Right Foot",87,"Open Play",96,"Blocked",3943043,"91","40.1"
71,50,115,"0.619358",NA,772,"Spain",6,"From Counter",772,"Spain",6685,"Mikel Oyarzabal Ugarte",23,"Center Forward","0.037707567",NA,NA,NA,NA,TRUE,NA,93,"Normal",38,"Left Foot",87,"Open Play",100,"Saved",3943043,"112","24.9"
72,8,117,"0.238134",NA,768,"England",8,"From Keeper",768,"England",39461,"Cole Palmer",19,"Center Attacking Midfield","0.03794335",NA,NA,NA,TRUE,TRUE,NA,93,"Normal",38,"Left Foot",87,"Open Play",97,"Goal",3943043,"98.4","49"
81,13,129,"0.409274",NA,772,"Spain",1,"Regular Play",772,"Spain",316046,"Lamine Yamal Nasraoui Ebana",17,"Right Wing","0.16392969",NA,NA,NA,NA,TRUE,NA,93,"Normal",38,"Left Foot",87,"Open Play",100,"Saved",3943043,"107.2","50.2"
85,56,136,"0.39391",NA,772,"Spain",4,"From Throw In",772,"Spain",6685,"Mikel Oyarzabal Ugarte",23,"Center Forward","0.2833282",NA,NA,NA,NA,TRUE,NA,93,"Normal",40,"Right Foot",87,"Open Play",97,"Goal",3943043,"111.2","36.3"
89,14,138,"0.476958",NA,768,"England",2,"From Corner",768,"England",3943,"Declan Rice",11,"Left Defensive Midfield","0.057442125",NA,NA,NA,NA,NA,NA,93,"Normal",37,"Head",87,"Open Play",100,"Saved",3943043,"109.5","44.1"
89,15,138,"0.440271",TRUE,768,"England",2,"From Corner",768,"England",34526,"Marc Guehi",5,"Left Center Back","0.117154144",NA,TRUE,NA,NA,NA,NA,93,"Normal",37,"Head",87,"Open Play",96,"Blocked",3943043,"114.8","35.5"
89,17,138,"0.695539",NA,768,"England",2,"From Corner",768,"England",3943,"Declan Rice",11,"Left Defensive Midfield","0.10578214",NA,NA,NA,NA,NA,NA,93,"Normal",37,"Head",87,"Open Play",98,"Off T",3943043,"113.1","41.4"
4,49,12,"0.432596",NA,772,"Spain",1,"Regular Play",772,"Spain",6655,"Fabián Ruiz Peña",11,"Left Defensive Midfield","0.19328672",NA,NA,NA,NA,NA,NA,93,"Normal",37,"Head",87,"Open Play",98,"Off T",3942752,"115.4","35.9"
8,1,17,"0.622283",NA,771,"France",3,"From Free Kick",771,"France",22097,"Randal Kolo Muani",23,"Center Forward","0.27131972",NA,NA,NA,NA,NA,NA,93,"Normal",37,"Head",87,"Open Play",97,"Goal",3942752,"114.9","43.7"
15,43,24,"0.321657",NA,771,"France",3,"From Free Kick",771,"France",3009,"Kylian Mbappé Lottin",21,"Left Wing","0.030292137",NA,NA,NA,NA,NA,NA,93,"Normal",40,"Right Foot",62,"Free Kick",96,"Blocked",3942752,"88.6","45.1"
18,16,28,"0.295549",TRUE,771,"France",1,"Regular Play",771,"France",3009,"Kylian Mbappé Lottin",21,"Left Wing","0.08122322",NA,NA,NA,NA,NA,NA,93,"Normal",40,"Right Foot",87,"Open Play",96,"Blocked",3942752,"102.9","30.2"
20,15,33,"1.615672",NA,772,"Spain",7,"From Goal Kick",772,"Spain",316046,"Lamine Yamal Nasraoui Ebana",17,"Right Wing","0.02681241",NA,NA,NA,NA,NA,NA,93,"Normal",38,"Left Foot",87,"Open Play",97,"Goal",3942752,"93.2","47.1"
24,23,41,"0.3785",TRUE,772,"Spain",4,"From Throw In",772,"Spain",16532,"Daniel Olmo Carvajal",19,"Center Attacking Midfield","0.07387237",NA,NA,NA,TRUE,NA,NA,93,"Normal",40,"Right Foot",87,"Open Play",97,"Goal",3942752,"111.6","50.8"
35,35,53,"0.199658",TRUE,772,"Spain",3,"From Free Kick",772,"Spain",6655,"Fabián Ruiz Peña",11,"Left Defensive Midfield","0.04887295",NA,NA,NA,NA,NA,NA,91,"Half Volley",38,"Left Foot",87,"Open Play",96,"Blocked",3942752,"99.7","39.5"
39,59,59,"0.107919",TRUE,772,"Spain",1,"Regular Play",772,"Spain",316046,"Lamine Yamal Nasraoui Ebana",17,"Right Wing","0.024287114",NA,NA,NA,NA,NA,NA,93,"Normal",38,"Left Foot",87,"Open Play",96,"Blocked",3942752,"97.7","49.9"
52,45,85,"0.79793",NA,771,"France",2,"From Corner",771,"France",10481,"Aurélien Djani Tchouaméni",10,"Center Defensive Midfield","0.08108944",NA,NA,NA,NA,NA,NA,93,"Normal",37,"Head",87,"Open Play",100,"Saved",3942752,"111.9","37.4"
55,59,94,"0.562135",NA,771,"France",1,"Regular Play",771,"France",3009,"Kylian Mbappé Lottin",21,"Left Wing","0.037130367",NA,NA,NA,NA,NA,NA,93,"Normal",40,"Right Foot",87,"Open Play",100,"Saved",3942752,"111.3","24.4"
62,25,102,"1.408169",TRUE,771,"France",2,"From Corner",771,"France",8519,"Dayotchanculle Upamecano",3,"Right Center Back","0.09654521",NA,TRUE,NA,NA,NA,NA,93,"Normal",37,"Head",87,"Open Play",98,"Off T",3942752,"115.4","46.4"
75,6,121,"1.006562",NA,771,"France",1,"Regular Play",771,"France",6704,"Theo Bernard François Hernández",6,"Left Back","0.12171783",NA,NA,NA,NA,TRUE,NA,93,"Normal",40,"Right Foot",87,"Open Play",98,"Off T",3942752,"103.1","34.5"
80,56,130,"1.260198",NA,772,"Spain",1,"Regular Play",772,"Spain",316046,"Lamine Yamal Nasraoui Ebana",17,"Right Wing","0.05438437",NA,NA,NA,NA,NA,NA,93,"Normal",38,"Left Foot",87,"Open Play",98,"Off T",3942752,"100.4","51.7"
85,23,135,"0.77531",NA,771,"France",7,"From Goal Kick",771,"France",3009,"Kylian Mbappé Lottin",24,"Left Center Forward","0.09963949",NA,NA,NA,NA,NA,NA,93,"Normal",40,"Right Foot",87,"Open Play",98,"Off T",3942752,"104.1","29.6"
94,39,151,"0.04",TRUE,771,"France",4,"From Throw In",771,"France",5487,"Antoine Griezmann",12,"Right Midfield","0.03180728",NA,TRUE,NA,NA,NA,NA,93,"Normal",37,"Head",87,"Open Play",96,"Blocked",3942752,"109.8","46.9"
0,52,5,"0.554654",TRUE,772,"Spain",1,"Regular Play",772,"Spain",30486,"Pedro González López",13,"Right Center Midfield","0.11743693",NA,NA,NA,NA,TRUE,NA,93,"Normal",38,"Left Foot",87,"Open Play",100,"Saved",3942226,"101.5","39.7"
11,45,15,"1.057483",TRUE,772,"Spain",4,"From Throw In",772,"Spain",68574,"Nicholas Williams Arthuer",21,"Left Wing","0.021921165",NA,NA,NA,NA,NA,NA,93,"Normal",40,"Right Foot",87,"Open Play",98,"Off T",3942226,"91.9","28.7"
14,5,19,"0.857756",NA,772,"Spain",3,"From Free Kick",772,"Spain",316046,"Lamine Yamal Nasraoui Ebana",17,"Right Wing","0.084460065",NA,NA,NA,NA,NA,NA,93,"Normal",38,"Left Foot",62,"Free Kick",98,"Off T",3942226,"98.9","48.6"
15,2,21,"0.10022",TRUE,772,"Spain",1,"Regular Play",772,"Spain",3477,"Álvaro Borja Morata Martín",23,"Center Forward","0.013587153",NA,NA,NA,NA,NA,NA,93,"Normal",40,"Right Foot",87,"Open Play",96,"Blocked",3942226,"100.2","21.9"
16,8,23,"0.847505",TRUE,772,"Spain",1,"Regular Play",772,"Spain",6655,"Fabián Ruiz Peña",15,"Left Center Midfield","0.06860946",NA,NA,NA,NA,NA,NA,93,"Normal",38,"Left Foot",87,"Open Play",98,"Off T",3942226,"98.6","41.5"
20,10,27,"0.700287",TRUE,770,"Germany",1,"Regular Play",770,"Germany",8966,"Kai Havertz",23,"Center Forward","0.07551446",NA,TRUE,NA,NA,NA,NA,93,"Normal",37,"Head",87,"Open Play",100,"Saved",3942226,"110.4","40"
22,9,32,"0.706599",TRUE,772,"Spain",1,"Regular Play",772,"Spain",4353,"Aymeric Laporte",5,"Left Center Back","0.020855846",NA,NA,NA,NA,NA,NA,93,"Normal",38,"Left Foot",87,"Open Play",100,"Saved",3942226,"95.6","23.8"
24,39,37,"0.094938",TRUE,770,"Germany",3,"From Free Kick",770,"Germany",8221,"Jonathan Tah",5,"Left Center Back","0.021546038",NA,TRUE,NA,NA,NA,NA,93,"Normal",37,"Head",87,"Open Play",96,"Blocked",3942226,"109.2","32.9"
34,13,49,"0.546731",NA,770,"Germany",1,"Regular Play",770,"Germany",8966,"Kai Havertz",23,"Center Forward","0.154297",NA,NA,NA,NA,NA,NA,91,"Half Volley",40,"Right Foot",87,"Open Play",100,"Saved",3942226,"102.7","39"
38,47,57,"0.810415",NA,772,"Spain",4,"From Throw In",772,"Spain",16532,"Daniel Olmo Carvajal",13,"Right Center Midfield","0.029002221",NA,NA,NA,NA,NA,NA,93,"Normal",40,"Right Foot",87,"Open Play",100,"Saved",3942226,"92.1","45.5"
44,51,68,"0.916413",TRUE,772,"Spain",1,"Regular Play",772,"Spain",316046,"Lamine Yamal Nasraoui Ebana",17,"Right Wing","0.027097616",NA,NA,NA,NA,NA,NA,93,"Normal",38,"Left Foot",87,"Open Play",100,"Saved",3942226,"89.1","49.3"
46,48,75,"0.498004",TRUE,772,"Spain",3,"From Free Kick",772,"Spain",3477,"Álvaro Borja Morata Martín",23,"Center Forward","0.15766257",NA,NA,NA,NA,NA,NA,93,"Normal",40,"Right Foot",87,"Open Play",98,"Off T",3942226,"112.2","43.8"
47,51,76,"1.409698",NA,770,"Germany",7,"From Goal Kick",770,"Germany",9195,"Robert Andrich",9,"Right Defensive Midfield","0.020109814",NA,NA,NA,NA,TRUE,NA,93,"Normal",40,"Right Foot",87,"Open Play",98,"Off T",3942226,"96.7","56.2"
51,0,84,"0.796471",NA,772,"Spain",3,"From Free Kick",772,"Spain",16532,"Daniel Olmo Carvajal",13,"Right Center Midfield","0.16316466",NA,NA,NA,NA,TRUE,NA,93,"Normal",40,"Right Foot",87,"Open Play",97,"Goal",3942226,"103.6","42.7"
54,23,87,"0.106085",TRUE,770,"Germany",1,"Regular Play",770,"Germany",39565,"Jamal Musiala",21,"Left Wing","0.040737197",NA,NA,NA,NA,NA,NA,91,"Half Volley",40,"Right Foot",87,"Open Play",96,"Blocked",3942226,"98.6","44.9"
54,53,88,"0.389143",TRUE,772,"Spain",1,"Regular Play",772,"Spain",68574,"Nicholas Williams Arthuer",21,"Left Wing","0.12471274",NA,NA,NA,NA,TRUE,NA,93,"Normal",38,"Left Foot",87,"Open Play",101,"Wayward",3942226,"107.4","52.1"
59,43,96,"0.268786",NA,770,"Germany",4,"From Throw In",770,"Germany",40724,"Florian Wirtz",17,"Right Wing","0.028129423",NA,NA,NA,NA,NA,NA,93,"Normal",40,"Right Foot",87,"Open Play",96,"Blocked",3942226,"93.1","39.8"
63,7,101,"1.240815",TRUE,770,"Germany",2,"From Corner",770,"Germany",8546,"Niclas Füllkrug",23,"Center Forward","0.046607595",NA,TRUE,NA,NA,NA,NA,93,"Normal",37,"Head",87,"Open Play",98,"Off T",3942226,"111.8","47"
69,1,115,"0.628881",NA,770,"Germany",1,"Regular Play",770,"Germany",9195,"Robert Andrich",9,"Right Defensive Midfield","0.06904092",NA,NA,NA,NA,TRUE,NA,93,"Normal",40,"Right Foot",87,"Open Play",100,"Saved",3942226,"99.8","43.6"
71,2,117,"0.08288",NA,770,"Germany",1,"Regular Play",770,"Germany",8966,"Kai Havertz",19,"Center Attacking Midfield","0.08557191",NA,NA,NA,NA,NA,NA,93,"Normal",38,"Left Foot",87,"Open Play",96,"Blocked",3942226,"108.8","33.1"
71,41,119,"0.85473",TRUE,770,"Germany",1,"Regular Play",770,"Germany",8546,"Niclas Füllkrug",23,"Center Forward","0.078394026",NA,TRUE,NA,NA,NA,NA,93,"Normal",37,"Head",87,"Open Play",98,"Off T",3942226,"110.7","39.3"
76,15,127,"0.449306",TRUE,770,"Germany",4,"From Throw In",770,"Germany",8546,"Niclas Füllkrug",23,"Center Forward","0.10089645",NA,NA,NA,NA,TRUE,NA,93,"Normal",40,"Right Foot",87,"Open Play",99,"Post",3942226,"109.2","42.6"
80,43,133,"0.47939",TRUE,770,"Germany",4,"From Throw In",770,"Germany",39565,"Jamal Musiala",15,"Left Center Midfield","0.06056656",NA,NA,NA,NA,NA,NA,93,"Normal",38,"Left Foot",87,"Open Play",98,"Off T",3942226,"111","25.7"
81,51,134,"1.656222",NA,772,"Spain",7,"From Goal Kick",770,"Germany",8966,"Kai Havertz",22,"Right Center Forward","0.037947286",NA,NA,NA,NA,TRUE,NA,92,"Lob",38,"Left Foot",87,"Open Play",98,"Off T",3942226,"93.1","21.7"
83,31,138,"0.756589",NA,772,"Spain",3,"From Free Kick",772,"Spain",6655,"Fabián Ruiz Peña",15,"Left Center Midfield","0.04979181",NA,NA,NA,NA,NA,NA,93,"Normal",38,"Left Foot",87,"Open Play",98,"Off T",3942226,"96.6","34.4"
87,8,144,"0.459871",NA,770,"Germany",2,"From Corner",770,"Germany",12407,"Maximilian Mittelstädt",6,"Left Back","0.040309463",NA,NA,NA,NA,TRUE,NA,93,"Normal",38,"Left Foot",87,"Open Play",96,"Blocked",3942226,"97.2","39.1"
88,21,146,"0.450575",NA,770,"Germany",4,"From Throw In",770,"Germany",40724,"Florian Wirtz",13,"Right Center Midfield","0.119556814",NA,NA,NA,NA,TRUE,NA,91,"Half Volley",40,"Right Foot",87,"Open Play",97,"Goal",3942226,"111.8","45.5"
93,48,158,"0.621518",TRUE,770,"Germany",3,"From Free Kick",770,"Germany",5562,"Thomas Müller",19,"Center Attacking Midfield","0.23735376",NA,NA,NA,NA,TRUE,NA,95,"Volley",40,"Right Foot",87,"Open Play",98,"Off T",3942226,"113.2","43.6"
90,24,159,"3.33178",TRUE,772,"Spain",9,"From Kick Off",772,"Spain",6748,"Ferrán Torres García",17,"Right Wing","0.051860645",NA,TRUE,NA,NA,NA,NA,93,"Normal",37,"Head",87,"Open Play",101,"Wayward",3942226,"106.6","43.2"
94,31,169,"0.085671",TRUE,772,"Spain",6,"From Counter",772,"Spain",6685,"Mikel Oyarzabal Ugarte",23,"Center Forward","0.026732832",NA,NA,NA,NA,NA,NA,93,"Normal",38,"Left Foot",87,"Open Play",96,"Blocked",3942226,"98.2","43"
96,8,170,"0.071106",NA,772,"Spain",3,"From Free Kick",772,"Spain",16532,"Daniel Olmo Carvajal",21,"Left Wing","0.018918002",NA,NA,NA,NA,NA,NA,93,"Normal",40,"Right Foot",87,"Open Play",96,"Blocked",3942226,"103.5","24.3"
100,26,176,"1.133086",NA,770,"Germany",3,"From Free Kick",770,"Germany",9195,"Robert Andrich",9,"Right Defensive Midfield","0.0269288",NA,NA,NA,NA,TRUE,NA,95,"Volley",40,"Right Foot",87,"Open Play",98,"Off T",3942226,"100.7","50.7"
103,7,178,"1.016087",NA,772,"Spain",4,"From Throw In",772,"Spain",6685,"Mikel Oyarzabal Ugarte",22,"Right Center Forward","0.022105819",NA,NA,NA,NA,NA,NA,93,"Normal",38,"Left Foot",87,"Open Play",98,"Off T",3942226,"96.8","54.8"
105,3,181,"0.85035",NA,770,"Germany",1,"Regular Play",770,"Germany",40724,"Florian Wirtz",12,"Right Midfield","0.1075199",NA,NA,NA,NA,TRUE,NA,93,"Normal",38,"Left Foot",87,"Open Play",98,"Off T",3942226,"102.4","36"
105,34,185,"0.16137",NA,770,"Germany",1,"Regular Play",770,"Germany",39565,"Jamal Musiala",16,"Left Midfield","0.0490711",NA,NA,NA,NA,TRUE,NA,93,"Normal",40,"Right Foot",87,"Open Play",96,"Blocked",3942226,"100.3","44.6"
108,4,189,"0.574655",NA,770,"Germany",6,"From Counter",770,"Germany",8546,"Niclas Füllkrug",22,"Right Center Forward","0.045802347",NA,NA,NA,NA,NA,NA,93,"Normal",38,"Left Foot",87,"Open Play",98,"Off T",3942226,"104.6","29.1"
111,50,196,"0.983185",TRUE,772,"Spain",1,"Regular Play",772,"Spain",6685,"Mikel Oyarzabal Ugarte",22,"Right Center Forward","0.04228213",NA,NA,NA,NA,NA,NA,93,"Normal",38,"Left Foot",87,"Open Play",98,"Off T",3942226,"97.5","44.3"
116,19,201,"0.596735",TRUE,770,"Germany",1,"Regular Play",770,"Germany",8546,"Niclas Füllkrug",22,"Right Center Forward","0.052276906",NA,TRUE,NA,NA,NA,NA,93,"Normal",37,"Head",87,"Open Play",100,"Saved",3942226,"108.4","43.4"
118,53,205,"0.701248",NA,772,"Spain",4,"From Throw In",772,"Spain",3042,"Mikel Merino Zazón",11,"Left Defensive Midfield","0.20066643",NA,NA,NA,NA,NA,NA,93,"Normal",37,"Head",87,"Open Play",97,"Goal",3942226,"112.6","39.2"
121,38,207,"0.241109",NA,770,"Germany",4,"From Throw In",770,"Germany",5579,"Joshua Kimmich",2,"Right Back","0.044950247",NA,NA,NA,NA,TRUE,NA,93,"Normal",40,"Right Foot",87,"Open Play",96,"Blocked",3942226,"98.8","45.3"
121,55,208,"0.479642",NA,772,"Spain",6,"From Counter",772,"Spain",6748,"Ferrán Torres García",12,"Right Midfield","0.29318613",NA,NA,TRUE,NA,NA,NA,93,"Normal",40,"Right Foot",87,"Open Play",101,"Wayward",3942226,"111.5","50.9"
122,55,210,"0.74391",NA,770,"Germany",8,"From Keeper",770,"Germany",8546,"Niclas Füllkrug",22,"Right Center Forward","0.08594657",NA,NA,NA,NA,NA,NA,93,"Normal",37,"Head",87,"Open Play",98,"Off T",3942226,"110.1","42.4"
1,49,4,"0.275779",TRUE,772,"Spain",1,"Regular Play",772,"Spain",6655,"Fabián Ruiz Peña",15,"Left Center Midfield","0.03403919",NA,NA,NA,NA,NA,NA,93,"Normal",38,"Left Foot",87,"Open Play",96,"Blocked",3941018,"95.1","40.3"
4,4,7,"0.70724",NA,772,"Spain",1,"Regular Play",772,"Spain",30486,"Pedro González López",13,"Right Center Midfield","0.2088165",NA,NA,NA,NA,TRUE,NA,93,"Normal",38,"Left Foot",87,"Open Play",100,"Saved",3941018,"109.5","47"
5,21,10,"0.100727",TRUE,772,"Spain",1,"Regular Play",772,"Spain",6655,"Fabián Ruiz Peña",15,"Left Center Midfield","0.0355224",NA,TRUE,NA,NA,NA,NA,93,"Normal",37,"Head",87,"Open Play",96,"Blocked",3941018,"110.9","32.9"
9,57,15,"0.676437",NA,772,"Spain",2,"From Corner",772,"Spain",5721,"Daniel Carvajal Ramos",2,"Right Back","0.047663942",NA,NA,NA,NA,NA,NA,93,"Normal",37,"Head",87,"Open Play",100,"Saved",3941018,"113.4","30.1"
10,59,17,"0.131306",NA,772,"Spain",4,"From Throw In",772,"Spain",68574,"Nicholas Williams Arthuer",21,"Left Wing","0.04628006",NA,NA,NA,NA,NA,NA,93,"Normal",40,"Right Foot",87,"Open Play",96,"Blocked",3941018,"100.2","33.1"
12,40,18,"0.172933",NA,772,"Spain",2,"From Corner",772,"Spain",6655,"Fabián Ruiz Peña",15,"Left Center Midfield","0.068191275",NA,NA,NA,NA,TRUE,NA,93,"Normal",38,"Left Foot",87,"Open Play",96,"Blocked",3941018,"103.6","48.1"
12,48,18,"0.094942",NA,772,"Spain",2,"From Corner",772,"Spain",68574,"Nicholas Williams Arthuer",21,"Left Wing","0.02863869",NA,NA,NA,NA,NA,NA,93,"Normal",40,"Right Foot",87,"Open Play",96,"Blocked",3941018,"109.8","23.8"
15,41,22,"0.10094499999999999",TRUE,772,"Spain",2,"From Corner",772,"Spain",4353,"Aymeric Laporte",5,"Left Center Back","0.05098217",NA,TRUE,NA,NA,NA,NA,93,"Normal",37,"Head",87,"Open Play",96,"Blocked",3941018,"111.8","34.6"
21,16,30,"0.647574",TRUE,772,"Spain",1,"Regular Play",772,"Spain",6655,"Fabián Ruiz Peña",15,"Left Center Midfield","0.030612372",NA,NA,NA,NA,NA,NA,91,"Half Volley",38,"Left Foot",87,"Open Play",100,"Saved",3941018,"103.7","54.8"
25,15,37,"0.485595",NA,772,"Spain",4,"From Throw In",772,"Spain",6765,"Rodrigo Hernández Cascante",10,"Center Defensive Midfield","0.016834991",NA,NA,NA,NA,NA,NA,93,"Normal",40,"Right Foot",87,"Open Play",96,"Blocked",3941018,"87.6","30.5"
26,37,39,"0.741231",NA,772,"Spain",1,"Regular Play",772,"Spain",30486,"Pedro González López",13,"Right Center Midfield","0.06233343",NA,NA,NA,NA,NA,NA,91,"Half Volley",38,"Left Foot",87,"Open Play",98,"Off T",3941018,"102.1","31.3"
28,38,45,"1.339616",NA,772,"Spain",4,"From Throw In",772,"Spain",4353,"Aymeric Laporte",5,"Left Center Back","0.006787614",NA,NA,NA,NA,NA,NA,93,"Normal",38,"Left Foot",87,"Open Play",98,"Off T",3941018,"86.4","29.1"
29,33,49,"0.099623",NA,2138,"Georgia",1,"Regular Play",2138,"Georgia",41202,"Giorgi Kochorashvili",13,"Right Center Midfield","0.050696027",NA,NA,NA,NA,NA,NA,93,"Normal",40,"Right Foot",87,"Open Play",96,"Blocked",3941018,"99.6","43.4"
30,19,50,"0.658058",TRUE,772,"Spain",1,"Regular Play",772,"Spain",316046,"Lamine Yamal Nasraoui Ebana",17,"Right Wing","0.031005034",NA,NA,NA,NA,NA,NA,93,"Normal",38,"Left Foot",87,"Open Play",96,"Blocked",3941018,"94.3","48.5"
34,36,58,"0.01409",TRUE,772,"Spain",7,"From Goal Kick",772,"Spain",17620,"Marc Cucurella Saseta",6,"Left Back","0.015615603",NA,NA,NA,TRUE,NA,NA,93,"Normal",38,"Left Foot",87,"Open Play",100,"Saved",3941018,"96.3","28.4"
37,48,64,"0.542935",NA,772,"Spain",1,"Regular Play",772,"Spain",68574,"Nicholas Williams Arthuer",21,"Left Wing","0.042119805",NA,NA,NA,NA,NA,NA,93,"Normal",40,"Right Foot",87,"Open Play",100,"Saved",3941018,"113.4","27.4"
38,10,64,"0.949453",NA,772,"Spain",1,"Regular Play",772,"Spain",6765,"Rodrigo Hernández Cascante",10,"Center Defensive Midfield","0.06652527",NA,NA,NA,NA,NA,NA,93,"Normal",38,"Left Foot",87,"Open Play",97,"Goal",3941018,"102.1","36.2"
40,45,65,"3.208974",NA,2138,"Georgia",9,"From Kick Off",2138,"Georgia",41202,"Giorgi Kochorashvili",10,"Center Defensive Midfield","0.0040819473",NA,NA,NA,NA,NA,NA,92,"Lob",40,"Right Foot",87,"Open Play",98,"Off T",3941018,"53.8","38.5"
46,7,75,"0.13801",NA,772,"Spain",4,"From Throw In",772,"Spain",316046,"Lamine Yamal Nasraoui Ebana",17,"Right Wing","0.015696",NA,NA,NA,NA,NA,NA,93,"Normal",38,"Left Foot",87,"Open Play",96,"Blocked",3941018,"92.7","49.6"
45,21,79,"1.792871",TRUE,772,"Spain",6,"From Counter",772,"Spain",6655,"Fabián Ruiz Peña",15,"Left Center Midfield","0.059734892",NA,NA,NA,NA,TRUE,NA,93,"Normal",40,"Right Foot",87,"Open Play",98,"Off T",3941018,"96.2","46.3"
47,55,83,"3.247061",NA,2138,"Georgia",6,"From Counter",2138,"Georgia",38229,"Khvicha Kvaratskhelia",24,"Left Center Forward","0.0055915527",NA,NA,NA,NA,NA,NA,93,"Normal",38,"Left Foot",87,"Open Play",98,"Off T",3941018,"57.4","28.1"
50,25,85,"0.64923",NA,772,"Spain",3,"From Free Kick",772,"Spain",316046,"Lamine Yamal Nasraoui Ebana",17,"Right Wing","0.08360341",NA,NA,NA,NA,NA,NA,93,"Normal",38,"Left Foot",62,"Free Kick",100,"Saved",3941018,"99.6","43"
50,40,85,"0.872401",NA,772,"Spain",3,"From Free Kick",772,"Spain",6655,"Fabián Ruiz Peña",15,"Left Center Midfield","0.29910773",NA,NA,TRUE,NA,NA,NA,93,"Normal",37,"Head",87,"Open Play",97,"Goal",3941018,"115.6","35.6"
