"minute","second","possession","under_pressure","out","possession_team.id","possession_team.name","play_pattern.id","play_pattern.name","team.id","team.name","player.id","player.name","position.id","position.name","clearance.left_foot","clearance.right_foot","clearance.head","clearance.aerial_won","clearance.body_part.id","clearance.body_part.name","match_id","location_x","location_y"
39,48,59,TRUE,NA,770,"Germany",3,"From Free Kick",772,"Spain",22128,"Robin Aime Robert Le Normand",3,"Right Center Back",NA,TRUE,NA,NA,40,"Right Foot",3942226,"16.1","56.8"
46,5,71,TRUE,NA,772,"Spain",1,"Regular Play",770,"Germany",12034,"David Raum",6,"Left Back",TRUE,NA,NA,NA,38,"Left Foot",3942226,"16.1","31"
53,1,85,TRUE,NA,770,"Germany",9,"From Kick Off",772,"Spain",6765,"Rodrigo Hernández Cascante",10,"Center Defensive Midfield",TRUE,NA,NA,NA,38,"Left Foot",3942226,"6.3","42.5"
53,33,85,TRUE,NA,770,"Germany",9,"From Kick Off",772,"Spain",17620,"Marc Cucurella Saseta",6,"Left Back",NA,NA,TRUE,NA,37,"Head",3942226,"9.8","34.4"
54,5,87,TRUE,NA,770,"Germany",1,"Regular Play",772,"Spain",6765,"Rodrigo Hernández Cascante",10,"Center Defensive Midfield",NA,TRUE,NA,NA,40,"Right Foot",3942226,"13.8","36.6"
54,8,87,TRUE,NA,770,"Germany",1,"Regular Play",772,"Spain",6655,"Fabián Ruiz Peña",15,"Left Center Midfield",TRUE,NA,NA,NA,38,"Left Foot",3942226,"21.1","36.8"
57,53,93,TRUE,NA,770,"Germany",1,"Regular Play",770,"Germany",8221,"Jonathan Tah",5,"Left Center Back",NA,TRUE,NA,NA,40,"Right Foot",3942226,"15.5","28.9"
58,48,95,TRUE,TRUE,770,"Germany",1,"Regular Play",772,"Spain",4353,"Aymeric Laporte",5,"Left Center Back",NA,NA,TRUE,NA,37,"Head",3942226,"6","33.4"
59,13,96,TRUE,NA,770,"Germany",4,"From Throw In",772,"Spain",4353,"Aymeric Laporte",5,"Left Center Back",NA,NA,TRUE,NA,37,"Head",3942226,"7.8","33.2"
59,23,96,TRUE,NA,770,"Germany",4,"From Throw In",772,"Spain",4353,"Aymeric Laporte",5,"Left Center Back",NA,NA,TRUE,NA,37,"Head",3942226,"8.5","32.6"
60,29,97,TRUE,NA,770,"Germany",2,"From Corner",772,"Spain",4353,"Aymeric Laporte",5,"Left Center Back",NA,NA,TRUE,NA,37,"Head",3942226,"8.9","36.1"
67,24,112,TRUE,NA,772,"Spain",3,"From Free Kick",770,"Germany",8966,"Kai Havertz",19,"Center Attacking Midfield",TRUE,NA,NA,NA,38,"Left Foot",3942226,"15.9","33.6"
73,44,123,TRUE,NA,772,"Spain",3,"From Free Kick",770,"Germany",8221,"Jonathan Tah",5,"Left Center Back",NA,NA,TRUE,TRUE,37,"Head",3942226,"9.1","39.1"
77,28,130,TRUE,NA,770,"Germany",1,"Regular Play",772,"Spain",4353,"Aymeric Laporte",5,"Left Center Back",NA,TRUE,NA,NA,40,"Right Foot",3942226,"18.2","9.5"
77,54,130,TRUE,NA,770,"Germany",1,"Regular Play",772,"Spain",6765,"Rodrigo Hernández Cascante",10,"Center Defensive Midfield",TRUE,NA,NA,NA,38,"Left Foot",3942226,"13.4","24.2"
80,4,132,TRUE,NA,772,"Spain",4,"From Throw In",770,"Germany",12407,"Maximilian Mittelstädt",6,"Left Back",TRUE,NA,NA,NA,38,"Left Foot",3942226,"9.3","28.7"
86,29,143,TRUE,TRUE,770,"Germany",1,"Regular Play",772,"Spain",5721,"Daniel Carvajal Ramos",2,"Right Back",NA,NA,TRUE,NA,37,"Head",3942226,"4.2","48.7"
87,10,144,TRUE,TRUE,770,"Germany",2,"From Corner",772,"Spain",16532,"Daniel Olmo Carvajal",21,"Left Wing",NA,TRUE,NA,NA,40,"Right Foot",3942226,"20.2","40.6"
91,21,151,TRUE,NA,772,"Spain",1,"Regular Play",770,"Germany",9195,"Robert Andrich",5,"Left Center Back",TRUE,NA,NA,NA,38,"Left Foot",3942226,"11.1","46.2"
93,36,158,TRUE,NA,770,"Germany",3,"From Free Kick",772,"Spain",5202,"José Ignacio Fernández Iglesias",3,"Right Center Back",NA,NA,TRUE,NA,37,"Head",3942226,"2.7","45.2"
90,59,161,TRUE,NA,772,"Spain",1,"Regular Play",770,"Germany",3167,"Antonio Rüdiger",3,"Right Center Back",NA,TRUE,NA,NA,40,"Right Foot",3942226,"15.3","37.1"
91,12,162,TRUE,TRUE,770,"Germany",1,"Regular Play",772,"Spain",5202,"José Ignacio Fernández Iglesias",3,"Right Center Back",NA,TRUE,NA,NA,40,"Right Foot",3942226,"6","45.3"
95,50,170,TRUE,NA,772,"Spain",3,"From Free Kick",770,"Germany",3167,"Antonio Rüdiger",3,"Right Center Back",NA,NA,TRUE,NA,37,"Head",3942226,"7.6","36.7"
97,16,172,TRUE,NA,770,"Germany",4,"From Throw In",772,"Spain",5202,"José Ignacio Fernández Iglesias",3,"Right Center Back",NA,TRUE,NA,NA,40,"Right Foot",3942226,"8.5","37.8"
100,22,176,TRUE,NA,770,"Germany",3,"From Free Kick",772,"Spain",5202,"José Ignacio Fernández Iglesias",3,"Right Center Back",NA,TRUE,NA,NA,40,"Right Foot",3942226,"8","46.2"
100,25,176,TRUE,NA,770,"Germany",3,"From Free Kick",772,"Spain",17620,"Marc Cucurella Saseta",6,"Left Back",NA,NA,TRUE,NA,37,"Head",3942226,"2.2","34"
105,59,182,TRUE,TRUE,772,"Spain",7,"From Goal Kick",770,"Germany",3167,"Antonio Rüdiger",3,"Right Center Back",NA,TRUE,NA,NA,40,"Right Foot",3942226,"32.6","64.4"
105,36,185,TRUE,TRUE,770,"Germany",1,"Regular Play",772,"Spain",5202,"José Ignacio Fernández Iglesias",3,"Right Center Back",NA,TRUE,NA,NA,40,"Right Foot",3942226,"9.9","42.3"
107,19,187,TRUE,TRUE,772,"Spain",1,"Regular Play",770,"Germany",3167,"Antonio Rüdiger",3,"Right Center Back",NA,TRUE,NA,NA,40,"Right Foot",3942226,"9.6","45.3"
107,49,188,TRUE,NA,772,"Spain",2,"From Corner",770,"Germany",5579,"Joshua Kimmich",2,"Right Back",TRUE,NA,NA,NA,38,"Left Foot",3942226,"8.3","35.6"
111,23,193,TRUE,NA,772,"Spain",3,"From Free Kick",770,"Germany",3167,"Antonio Rüdiger",3,"Right Center Back",NA,NA,TRUE,NA,37,"Head",3942226,"7.5","44.5"
114,27,198,TRUE,NA,772,"Spain",1,"Regular Play",770,"Germany",9195,"Robert Andrich",9,"Right Defensive Midfield",TRUE,NA,NA,NA,38,"Left Foot",3942226,"11.9","57.5"
121,3,206,TRUE,NA,770,"Germany",9,"From Kick Off",772,"Spain",5202,"José Ignacio Fernández Iglesias",3,"Right Center Back",NA,NA,TRUE,NA,37,"Head",3942226,"21.2","52.4"
121,20,206,TRUE,TRUE,770,"Germany",9,"From Kick Off",772,"Spain",3265,"José Luis Sanmartín Mato",24,"Left Center Forward",NA,NA,TRUE,TRUE,37,"Head",3942226,"32.1","57.1"
121,36,207,TRUE,NA,770,"Germany",4,"From Throw In",772,"Spain",3042,"Mikel Merino Zazón",11,"Left Defensive Midfield",TRUE,NA,NA,NA,38,"Left Foot",3942226,"10.7","45.5"
121,41,207,TRUE,NA,770,"Germany",4,"From Throw In",772,"Spain",3265,"José Luis Sanmartín Mato",24,"Left Center Forward",NA,NA,TRUE,NA,37,"Head",3942226,"12.2","33.3"
121,43,207,TRUE,NA,770,"Germany",4,"From Throw In",772,"Spain",6685,"Mikel Oyarzabal Ugarte",22,"Right Center Forward",TRUE,NA,NA,NA,38,"Left Foot",3942226,"26.3","39.9"
122,18,209,TRUE,NA,770,"Germany",1,"Regular Play",772,"Spain",3042,"Mikel Merino Zazón",11,"Left Defensive Midfield",NA,NA,TRUE,NA,37,"Head",3942226,"13.8","44.5"
122,20,209,TRUE,NA,770,"Germany",1,"Regular Play",772,"Spain",6685,"Mikel Oyarzabal Ugarte",22,"Right Center Forward",TRUE,NA,NA,NA,38,"Left Foot",3942226,"22","49.6"
2,35,4,TRUE,TRUE,772,"Spain",1,"Regular Play",2138,"Georgia",7839,"Guram Kashia",4,"Center Back",NA,NA,TRUE,NA,37,"Head",3941018,"16.7","52.8"
5,2,10,TRUE,NA,772,"Spain",1,"Regular Play",2138,"Georgia",48178,"Luka Lochoshvili",8,"Left Wing Back",NA,NA,TRUE,NA,37,"Head",3941018,"10.8","27"
7,42,13,TRUE,TRUE,772,"Spain",3,"From Free Kick",2138,"Georgia",41202,"Giorgi Kochorashvili",15,"Left Center Midfield",NA,TRUE,NA,NA,40,"Right Foot",3941018,"9","44.6"
8,16,14,TRUE,NA,772,"Spain",2,"From Corner",2138,"Georgia",7839,"Guram Kashia",4,"Center Back",NA,NA,TRUE,TRUE,37,"Head",3941018,"8.5","39.8"
8,18,14,TRUE,NA,772,"Spain",2,"From Corner",2138,"Georgia",23646,"Giorgi Chakvetadze",13,"Right Center Midfield",NA,NA,TRUE,NA,37,"Head",3941018,"16.7","36.4"
9,58,15,TRUE,TRUE,772,"Spain",2,"From Corner",2138,"Georgia",7839,"Guram Kashia",4,"Center Back",NA,TRUE,NA,NA,40,"Right Foot",3941018,"3.4","42.7"
10,45,17,TRUE,NA,772,"Spain",4,"From Throw In",2138,"Georgia",398886,"Giorgi Gvelesiani",3,"Right Center Back",TRUE,NA,NA,NA,38,"Left Foot",3941018,"13.8","38.1"
11,58,18,TRUE,NA,772,"Spain",2,"From Corner",2138,"Georgia",7655,"Lasha Dvali",5,"Left Center Back",TRUE,NA,NA,NA,38,"Left Foot",3941018,"11.3","35.2"
12,50,18,TRUE,TRUE,772,"Spain",2,"From Corner",2138,"Georgia",398886,"Giorgi Gvelesiani",3,"Right Center Back",NA,NA,TRUE,TRUE,37,"Head",3941018,"4.5","53.2"
17,13,25,TRUE,NA,2138,"Georgia",3,"From Free Kick",772,"Spain",22128,"Robin Aime Robert Le Normand",3,"Right Center Back",NA,NA,NA,NA,70,"Other",3941018,"8.2","40.6"
19,47,28,TRUE,NA,772,"Spain",1,"Regular Play",2138,"Georgia",7655,"Lasha Dvali",5,"Left Center Back",NA,NA,TRUE,NA,37,"Head",3941018,"10.4","36.9"
24,20,36,TRUE,NA,772,"Spain",1,"Regular Play",2138,"Georgia",48178,"Luka Lochoshvili",8,"Left Wing Back",NA,NA,TRUE,NA,37,"Head",3941018,"13.8","15.3"
26,5,38,TRUE,NA,2138,"Georgia",3,"From Free Kick",772,"Spain",4353,"Aymeric Laporte",5,"Left Center Back",NA,NA,TRUE,TRUE,37,"Head",3941018,"42.9","14.2"
26,35,39,TRUE,NA,772,"Spain",1,"Regular Play",2138,"Georgia",7655,"Lasha Dvali",5,"Left Center Back",NA,NA,TRUE,TRUE,37,"Head",3941018,"15.5","42.1"
31,45,52,TRUE,TRUE,772,"Spain",1,"Regular Play",2138,"Georgia",398886,"Giorgi Gvelesiani",3,"Right Center Back",NA,NA,TRUE,NA,37,"Head",3941018,"8.5","34.9"
33,8,56,TRUE,TRUE,2138,"Georgia",1,"Regular Play",772,"Spain",5721,"Daniel Carvajal Ramos",2,"Right Back",TRUE,NA,NA,NA,38,"Left Foot",3941018,"16.3","57.7"
37,31,63,TRUE,NA,2138,"Georgia",7,"From Goal Kick",772,"Spain",17620,"Marc Cucurella Saseta",6,"Left Back",NA,NA,TRUE,NA,37,"Head",3941018,"8.2","33.2"
41,50,67,TRUE,NA,772,"Spain",4,"From Throw In",2138,"Georgia",41202,"Giorgi Kochorashvili",10,"Center Defensive Midfield",NA,NA,TRUE,NA,37,"Head",3941018,"9.8","50"
41,54,67,TRUE,NA,772,"Spain",4,"From Throw In",2138,"Georgia",135844,"Sandro Altunashvili",13,"Right Center Midfield",NA,TRUE,NA,NA,40,"Right Foot",3941018,"19","64"
46,21,75,TRUE,NA,772,"Spain",4,"From Throw In",2138,"Georgia",398886,"Giorgi Gvelesiani",3,"Right Center Back",NA,NA,TRUE,NA,37,"Head",3941018,"7.3","39.4"
47,10,76,TRUE,TRUE,772,"Spain",2,"From Corner",2138,"Georgia",48178,"Luka Lochoshvili",8,"Left Wing Back",NA,NA,TRUE,NA,37,"Head",3941018,"2.7","46.5"
47,30,77,TRUE,NA,772,"Spain",2,"From Corner",2138,"Georgia",135844,"Sandro Altunashvili",13,"Right Center Midfield",NA,NA,TRUE,NA,37,"Head",3941018,"9","48.3"
47,17,81,TRUE,TRUE,772,"Spain",4,"From Throw In",2138,"Georgia",398886,"Giorgi Gvelesiani",3,"Right Center Back",NA,TRUE,NA,NA,40,"Right Foot",3941018,"7.2","48.9"
62,10,97,TRUE,NA,772,"Spain",1,"Regular Play",2138,"Georgia",398886,"Giorgi Gvelesiani",3,"Right Center Back",NA,NA,TRUE,NA,37,"Head",3941018,"13.5","48.6"
65,7,103,TRUE,NA,772,"Spain",2,"From Corner",2138,"Georgia",398886,"Giorgi Gvelesiani",3,"Right Center Back",NA,NA,TRUE,NA,37,"Head",3941018,"3.9","46.2"
71,39,112,TRUE,TRUE,2138,"Georgia",1,"Regular Play",772,"Spain",4353,"Aymeric Laporte",5,"Left Center Back",TRUE,NA,NA,NA,38,"Left Foot",3941018,"46.5","7.6"
86,54,133,TRUE,TRUE,2138,"Georgia",1,"Regular Play",772,"Spain",6821,"Jesús Navas González",2,"Right Back",TRUE,NA,NA,NA,38,"Left Foot",3941018,"11.9","55.5"
87,16,134,TRUE,TRUE,2138,"Georgia",2,"From Corner",772,"Spain",4353,"Aymeric Laporte",5,"Left Center Back",NA,NA,TRUE,TRUE,37,"Head",3941018,"7.8","39.9"
87,38,135,TRUE,NA,2138,"Georgia",2,"From Corner",772,"Spain",6685,"Mikel Oyarzabal Ugarte",23,"Center Forward",TRUE,NA,NA,NA,38,"Left Foot",3941018,"3.4","32.9"
92,12,143,TRUE,NA,772,"Spain",3,"From Free Kick",2138,"Georgia",7655,"Lasha Dvali",5,"Left Center Back",NA,TRUE,NA,NA,40,"Right Foot",3941018,"4.5","33.4"
1,11,5,TRUE,NA,906,"Albania",1,"Regular Play",772,"Spain",6821,"Jesús Navas González",2,"Right Back",NA,TRUE,NA,NA,40,"Right Foot",3930179,"42.1","59.4"
1,24,5,TRUE,NA,906,"Albania",1,"Regular Play",772,"Spain",10336,"Alejandro Grimaldo García",6,"Left Back",NA,NA,TRUE,TRUE,37,"Head",3930179,"6","39.5"
2,41,6,TRUE,NA,772,"Spain",1,"Regular Play",906,"Albania",49097,"Mario Mitaj",6,"Left Back",NA,NA,TRUE,NA,37,"Head",3930179,"9.6","30.8"
3,53,9,TRUE,NA,906,"Albania",4,"From Throw In",772,"Spain",6821,"Jesús Navas González",2,"Right Back",TRUE,NA,NA,NA,38,"Left Foot",3930179,"19.7","60.7"
4,50,10,TRUE,NA,906,"Albania",2,"From Corner",772,"Spain",16532,"Daniel Olmo Carvajal",19,"Center Attacking Midfield",NA,NA,TRUE,NA,37,"Head",3930179,"4.8","48.2"
7,41,15,TRUE,NA,772,"Spain",4,"From Throw In",906,"Albania",8291,"Arlind Afrim Ajeti",3,"Right Center Back",NA,NA,TRUE,NA,37,"Head",3930179,"5.7","37"
11,11,20,TRUE,TRUE,772,"Spain",1,"Regular Play",906,"Albania",8291,"Arlind Afrim Ajeti",3,"Right Center Back",NA,TRUE,NA,NA,40,"Right Foot",3930179,"3.5","46"
21,40,38,TRUE,NA,906,"Albania",7,"From Goal Kick",772,"Spain",41542,"Daniel Vivian Moreno",3,"Right Center Back",NA,TRUE,NA,NA,40,"Right Foot",3930179,"45.2","51.5"
22,8,39,TRUE,NA,772,"Spain",1,"Regular Play",906,"Albania",8291,"Arlind Afrim Ajeti",3,"Right Center Back",TRUE,NA,NA,NA,38,"Left Foot",3930179,"11","45.7"
22,16,39,TRUE,NA,772,"Spain",1,"Regular Play",906,"Albania",7108,"Berat Djimsiti",5,"Left Center Back",NA,NA,TRUE,NA,37,"Head",3930179,"6.5","34.8"
25,28,45,TRUE,NA,772,"Spain",2,"From Corner",906,"Albania",23987,"Rey Manaj",23,"Center Forward",NA,NA,TRUE,TRUE,37,"Head",3930179,"18.8","39"
27,26,49,TRUE,NA,772,"Spain",1,"Regular Play",906,"Albania",7108,"Berat Djimsiti",5,"Left Center Back",TRUE,NA,NA,NA,38,"Left Foot",3930179,"54.1","34.3"
30,34,53,TRUE,TRUE,906,"Albania",3,"From Free Kick",772,"Spain",41542,"Daniel Vivian Moreno",3,"Right Center Back",NA,TRUE,NA,NA,40,"Right Foot",3930179,"36.2","69.7"
32,34,57,TRUE,NA,772,"Spain",4,"From Throw In",906,"Albania",8291,"Arlind Afrim Ajeti",3,"Right Center Back",NA,NA,TRUE,TRUE,37,"Head",3930179,"6.5","40.4"
