"minute","second","possession","under_pressure","counterpress","possession_team.id","possession_team.name","play_pattern.id","play_pattern.name","team.id","team.name","player.id","player.name","position.id","position.name","duel.type.id","duel.type.name","duel.outcome.id","duel.outcome.name","match_id","location_x","location_y"
21,49,37,TRUE,NA,785,"Croatia",1,"Regular Play",772,"Spain",22128,"Robin Aime Robert Le Normand",3,"Right Center Back",10,"Aerial Lost",NA,NA,3930160,"12.4","40.8"
24,3,41,TRUE,NA,785,"Croatia",4,"From Throw In",785,"Croatia",28914,"Lovro Majer",17,"Right Wing",10,"Aerial Lost",NA,NA,3930160,"57.3","44.2"
24,9,41,TRUE,NA,785,"Croatia",4,"From Throw In",785,"Croatia",49337,"Josip Stanišić",2,"Right Back",10,"Aerial Lost",NA,NA,3930160,"65.1","71.9"
24,54,42,TRUE,NA,772,"Spain",3,"From Free Kick",785,"Croatia",28914,"Lovro Majer",17,"Right Wing",11,"Tackle",14,"Lost Out",3930160,"42.2","79.4"
25,25,45,TRUE,TRUE,772,"Spain",1,"Regular Play",772,"Spain",3477,"Álvaro Borja Morata Martín",23,"Center Forward",11,"Tackle",4,"Won",3930160,"72.8","21.2"
26,5,46,TRUE,NA,785,"Croatia",7,"From Goal Kick",772,"Spain",5202,"José Ignacio Fernández Iglesias",5,"Left Center Back",10,"Aerial Lost",NA,NA,3930160,"49.6","8.7"
26,46,48,TRUE,NA,785,"Croatia",1,"Regular Play",785,"Croatia",5460,"Andrej Kramarić",21,"Left Wing",10,"Aerial Lost",NA,NA,3930160,"57.1","26"
26,49,48,TRUE,NA,785,"Croatia",1,"Regular Play",785,"Croatia",8654,"Ante Budimir",23,"Center Forward",10,"Aerial Lost",NA,NA,3930160,"58.2","40.7"
27,58,48,TRUE,NA,785,"Croatia",1,"Regular Play",785,"Croatia",8654,"Ante Budimir",23,"Center Forward",10,"Aerial Lost",NA,NA,3930160,"80.7","37.8"
32,53,56,TRUE,NA,785,"Croatia",9,"From Kick Off",772,"Spain",6655,"Fabián Ruiz Peña",11,"Left Defensive Midfield",11,"Tackle",16,"Success In Play",3930160,"15.3","38.7"
34,3,59,TRUE,NA,772,"Spain",4,"From Throw In",785,"Croatia",8773,"Marin Pongracic",5,"Left Center Back",10,"Aerial Lost",NA,NA,3930160,"65.3","6.9"
34,33,60,TRUE,NA,772,"Spain",3,"From Free Kick",785,"Croatia",37148,"Josip Šutalo",3,"Right Center Back",11,"Tackle",14,"Lost Out",3930160,"5.5","73.2"
35,11,61,TRUE,NA,772,"Spain",2,"From Corner",785,"Croatia",8773,"Marin Pongracic",5,"Left Center Back",10,"Aerial Lost",NA,NA,3930160,"5.9","44.5"
39,53,68,TRUE,NA,785,"Croatia",4,"From Throw In",785,"Croatia",8654,"Ante Budimir",23,"Center Forward",10,"Aerial Lost",NA,NA,3930160,"63.7","54.7"
42,9,72,TRUE,NA,785,"Croatia",7,"From Goal Kick",772,"Spain",5721,"Daniel Carvajal Ramos",2,"Right Back",11,"Tackle",13,"Lost In Play",3930160,"84.3","73.9"
42,10,73,TRUE,TRUE,772,"Spain",1,"Regular Play",785,"Croatia",8773,"Marin Pongracic",5,"Left Center Back",11,"Tackle",13,"Lost In Play",3930160,"26.6","2.6"
42,25,73,TRUE,NA,772,"Spain",1,"Regular Play",785,"Croatia",49337,"Josip Stanišić",2,"Right Back",11,"Tackle",14,"Lost Out",3930160,"51.8","77.2"
45,1,76,TRUE,NA,772,"Spain",7,"From Goal Kick",785,"Croatia",49337,"Josip Stanišić",2,"Right Back",10,"Aerial Lost",NA,NA,3930160,"41.5","76.1"
45,5,76,TRUE,NA,772,"Spain",7,"From Goal Kick",785,"Croatia",8654,"Ante Budimir",23,"Center Forward",10,"Aerial Lost",NA,NA,3930160,"49.6","59.6"
45,23,77,TRUE,NA,785,"Croatia",1,"Regular Play",785,"Croatia",8654,"Ante Budimir",23,"Center Forward",10,"Aerial Lost",NA,NA,3930160,"108.3","45.4"
46,0,83,TRUE,TRUE,772,"Spain",1,"Regular Play",772,"Spain",30486,"Pedro González López",19,"Center Attacking Midfield",11,"Tackle",16,"Success In Play",3930160,"53.3","72.8"
47,8,87,TRUE,TRUE,785,"Croatia",1,"Regular Play",785,"Croatia",49337,"Josip Stanišić",2,"Right Back",11,"Tackle",4,"Won",3930160,"17.1","63"
47,11,87,TRUE,TRUE,785,"Croatia",1,"Regular Play",772,"Spain",17620,"Marc Cucurella Saseta",6,"Left Back",11,"Tackle",14,"Lost Out",3930160,"93.6","1.4"
48,53,93,TRUE,TRUE,785,"Croatia",1,"Regular Play",785,"Croatia",49337,"Josip Stanišić",2,"Right Back",11,"Tackle",16,"Success In Play",3930160,"64.6","77.9"
49,10,93,TRUE,NA,785,"Croatia",1,"Regular Play",785,"Croatia",8654,"Ante Budimir",23,"Center Forward",10,"Aerial Lost",NA,NA,3930160,"60.7","65.2"
51,40,101,TRUE,NA,772,"Spain",1,"Regular Play",785,"Croatia",8773,"Marin Pongracic",5,"Left Center Back",11,"Tackle",13,"Lost In Play",3930160,"30.4","53.2"
54,29,105,TRUE,NA,785,"Croatia",3,"From Free Kick",772,"Spain",5721,"Daniel Carvajal Ramos",2,"Right Back",11,"Tackle",13,"Lost In Play",3930160,"7.4","47.5"
54,32,105,TRUE,NA,785,"Croatia",3,"From Free Kick",772,"Spain",6765,"Rodrigo Hernández Cascante",9,"Right Defensive Midfield",10,"Aerial Lost",NA,NA,3930160,"3.1","43.1"
57,30,109,TRUE,TRUE,785,"Croatia",1,"Regular Play",785,"Croatia",49337,"Josip Stanišić",2,"Right Back",11,"Tackle",16,"Success In Play",3930160,"35.7","77.4"
61,30,114,TRUE,NA,772,"Spain",1,"Regular Play",785,"Croatia",49337,"Josip Stanišić",2,"Right Back",10,"Aerial Lost",NA,NA,3930160,"74.7","73.6"
61,37,114,TRUE,TRUE,772,"Spain",1,"Regular Play",772,"Spain",16532,"Daniel Olmo Carvajal",19,"Center Attacking Midfield",10,"Aerial Lost",NA,NA,3930160,"54.2","16.5"
66,11,122,TRUE,NA,785,"Croatia",1,"Regular Play",772,"Spain",316046,"Lamine Yamal Nasraoui Ebana",17,"Right Wing",11,"Tackle",13,"Lost In Play",3930160,"17.8","76.8"
67,28,125,TRUE,NA,772,"Spain",1,"Regular Play",785,"Croatia",39490,"Luka Sučić",13,"Right Center Midfield",10,"Aerial Lost",NA,NA,3930160,"70.8","59.1"
68,35,129,TRUE,NA,772,"Spain",4,"From Throw In",785,"Croatia",28914,"Lovro Majer",15,"Left Center Midfield",11,"Tackle",4,"Won",3930160,"20.9","64.4"
68,42,129,TRUE,TRUE,772,"Spain",4,"From Throw In",772,"Spain",5202,"José Ignacio Fernández Iglesias",5,"Left Center Back",11,"Tackle",16,"Success In Play",3930160,"69.6","3.5"
70,33,132,TRUE,NA,785,"Croatia",1,"Regular Play",785,"Croatia",5474,"Ivan Perišić",21,"Left Wing",10,"Aerial Lost",NA,NA,3930160,"55.8","39.7"
70,59,132,TRUE,NA,785,"Croatia",1,"Regular Play",772,"Spain",316046,"Lamine Yamal Nasraoui Ebana",17,"Right Wing",11,"Tackle",4,"Won",3930160,"35.2","76.2"
71,1,132,TRUE,TRUE,785,"Croatia",1,"Regular Play",785,"Croatia",33018,"Joško Gvardiol",6,"Left Back",11,"Tackle",16,"Success In Play",3930160,"87.6","1"
71,21,133,TRUE,NA,772,"Spain",1,"Regular Play",785,"Croatia",49337,"Josip Stanišić",2,"Right Back",11,"Tackle",17,"Success Out",3930160,"53.6","76"
74,8,138,TRUE,TRUE,785,"Croatia",4,"From Throw In",785,"Croatia",5474,"Ivan Perišić",21,"Left Wing",10,"Aerial Lost",NA,NA,3930160,"74.6","68.7"
81,10,148,TRUE,NA,772,"Spain",3,"From Free Kick",772,"Spain",3042,"Mikel Merino Zazón",19,"Center Attacking Midfield",10,"Aerial Lost",NA,NA,3930160,"76","2.3"
81,13,148,TRUE,NA,772,"Spain",3,"From Free Kick",785,"Croatia",5469,"Marcelo Brozović",10,"Center Defensive Midfield",10,"Aerial Lost",NA,NA,3930160,"44.6","72.5"
82,35,152,TRUE,NA,772,"Spain",1,"Regular Play",785,"Croatia",11603,"Mario Pašalić",17,"Right Wing",10,"Aerial Lost",NA,NA,3930160,"79.2","37.7"
86,8,157,TRUE,NA,772,"Spain",1,"Regular Play",772,"Spain",6685,"Mikel Oyarzabal Ugarte",23,"Center Forward",10,"Aerial Lost",NA,NA,3930160,"76","78.7"
86,13,158,TRUE,TRUE,785,"Croatia",1,"Regular Play",785,"Croatia",5469,"Marcelo Brozović",10,"Center Defensive Midfield",11,"Tackle",16,"Success In Play",3930160,"58.9","9.5"
87,38,159,TRUE,TRUE,772,"Spain",1,"Regular Play",772,"Spain",24921,"Martín Zubimendi Ibáñez",11,"Left Defensive Midfield",11,"Tackle",4,"Won",3930160,"35.6","32.9"
87,44,159,TRUE,NA,772,"Spain",1,"Regular Play",785,"Croatia",28914,"Lovro Majer",15,"Left Center Midfield",11,"Tackle",13,"Lost In Play",3930160,"78.5","30.4"
91,49,162,TRUE,NA,785,"Croatia",3,"From Free Kick",772,"Spain",5721,"Daniel Carvajal Ramos",2,"Right Back",10,"Aerial Lost",NA,NA,3930160,"12.3","52.6"
92,27,163,TRUE,NA,772,"Spain",7,"From Goal Kick",772,"Spain",3042,"Mikel Merino Zazón",19,"Center Attacking Midfield",10,"Aerial Lost",NA,NA,3930160,"74.2","6.9"
93,9,164,TRUE,NA,772,"Spain",2,"From Corner",785,"Croatia",33018,"Joško Gvardiol",6,"Left Back",10,"Aerial Lost",NA,NA,3930160,"13.2","26.2"
93,27,165,TRUE,NA,785,"Croatia",1,"Regular Play",772,"Spain",24921,"Martín Zubimendi Ibáñez",11,"Left Defensive Midfield",10,"Aerial Lost",NA,NA,3930160,"18.2","12.4"
93,37,167,TRUE,TRUE,785,"Croatia",1,"Regular Play",785,"Croatia",37148,"Josip Šutalo",3,"Right Center Back",11,"Tackle",4,"Won",3930160,"37.3","71.5"
93,56,168,TRUE,NA,785,"Croatia",3,"From Free Kick",772,"Spain",5721,"Daniel Carvajal Ramos",2,"Right Back",10,"Aerial Lost",NA,NA,3930160,"38.7","51.2"
0,59,4,TRUE,NA,772,"Spain",4,"From Throw In",768,"England",30714,"Jude Bellingham",21,"Left Wing",11,"Tackle",4,"Won",3943043,"50.3","2"
1,1,4,TRUE,TRUE,772,"Spain",4,"From Throw In",772,"Spain",5721,"Daniel Carvajal Ramos",2,"Right Back",11,"Tackle",16,"Success In Play",3943043,"63.5","78.3"
1,39,6,TRUE,TRUE,772,"Spain",1,"Regular Play",772,"Spain",5721,"Daniel Carvajal Ramos",2,"Right Back",11,"Tackle",4,"Won",3943043,"69","77.7"
1,53,6,TRUE,NA,772,"Spain",1,"Regular Play",768,"England",30714,"Jude Bellingham",21,"Left Wing",11,"Tackle",14,"Lost Out",3943043,"86.6","3.3"
3,20,8,TRUE,NA,768,"England",1,"Regular Play",768,"England",10955,"Harry Kane",23,"Center Forward",10,"Aerial Lost",NA,NA,3943043,"58.5","53.6"
4,12,9,TRUE,NA,772,"Spain",1,"Regular Play",772,"Spain",3477,"Álvaro Borja Morata Martín",23,"Center Forward",10,"Aerial Lost",NA,NA,3943043,"111.6","39.3"
4,49,10,TRUE,NA,772,"Spain",2,"From Corner",772,"Spain",5721,"Daniel Carvajal Ramos",2,"Right Back",10,"Aerial Lost",NA,NA,3943043,"116.3","34.4"
5,0,12,TRUE,TRUE,772,"Spain",1,"Regular Play",772,"Spain",316046,"Lamine Yamal Nasraoui Ebana",17,"Right Wing",11,"Tackle",16,"Success In Play",3943043,"87.3","13.7"
7,47,14,TRUE,NA,768,"England",4,"From Throw In",772,"Spain",4353,"Aymeric Laporte",5,"Left Center Back",10,"Aerial Lost",NA,NA,3943043,"74.9","10.8"
7,51,15,TRUE,TRUE,772,"Spain",1,"Regular Play",768,"England",99174,"Kobbie Mainoo",9,"Right Defensive Midfield",10,"Aerial Lost",NA,NA,3943043,"44.2","73.9"
12,20,22,TRUE,NA,772,"Spain",2,"From Corner",768,"England",34526,"Marc Guehi",5,"Left Center Back",10,"Aerial Lost",NA,NA,3943043,"5.9","31.8"
14,32,26,TRUE,NA,768,"England",4,"From Throw In",772,"Spain",16532,"Daniel Olmo Carvajal",19,"Center Attacking Midfield",11,"Tackle",13,"Lost In Play",3943043,"57.4","73.6"
16,35,27,TRUE,TRUE,768,"England",2,"From Corner",768,"England",10955,"Harry Kane",23,"Center Forward",10,"Aerial Lost",NA,NA,3943043,"91.9","24.9"
19,29,32,TRUE,TRUE,772,"Spain",4,"From Throw In",772,"Spain",16532,"Daniel Olmo Carvajal",19,"Center Attacking Midfield",11,"Tackle",4,"Won",3943043,"63.9","41.4"
21,52,34,TRUE,NA,768,"England",3,"From Free Kick",768,"England",10955,"Harry Kane",23,"Center Forward",10,"Aerial Lost",NA,NA,3943043,"88","50.3"
21,54,34,TRUE,NA,768,"England",3,"From Free Kick",772,"Spain",16532,"Daniel Olmo Carvajal",19,"Center Attacking Midfield",10,"Aerial Lost",NA,NA,3943043,"43.7","30.2"
21,56,34,TRUE,NA,768,"England",3,"From Free Kick",772,"Spain",3477,"Álvaro Borja Morata Martín",23,"Center Forward",10,"Aerial Lost",NA,NA,3943043,"50.8","26.7"
22,0,34,TRUE,NA,768,"England",3,"From Free Kick",772,"Spain",16532,"Daniel Olmo Carvajal",19,"Center Attacking Midfield",10,"Aerial Lost",NA,NA,3943043,"45.1","24.7"
22,31,36,TRUE,NA,772,"Spain",4,"From Throw In",768,"England",3244,"John Stones",3,"Right Center Back",10,"Aerial Lost",NA,NA,3943043,"45.4","65"
24,5,40,TRUE,NA,768,"England",3,"From Free Kick",768,"England",22084,"Bukayo Saka",17,"Right Wing",10,"Aerial Lost",NA,NA,3943043,"94.9","72.8"
24,9,40,TRUE,TRUE,768,"England",3,"From Free Kick",768,"England",99174,"Kobbie Mainoo",9,"Right Defensive Midfield",11,"Tackle",4,"Won",3943043,"83.4","57"
24,33,42,TRUE,TRUE,768,"England",1,"Regular Play",772,"Spain",3477,"Álvaro Borja Morata Martín",23,"Center Forward",11,"Tackle",16,"Success In Play",3943043,"21.9","9.4"
26,39,43,TRUE,NA,772,"Spain",3,"From Free Kick",768,"England",30714,"Jude Bellingham",21,"Left Wing",10,"Aerial Lost",NA,NA,3943043,"58.7","14.9"
26,42,43,TRUE,NA,772,"Spain",3,"From Free Kick",768,"England",3382,"Luke Shaw",6,"Left Back",11,"Tackle",14,"Lost Out",3943043,"43.2","6.1"
28,30,46,TRUE,NA,768,"England",8,"From Keeper",768,"England",30714,"Jude Bellingham",21,"Left Wing",10,"Aerial Lost",NA,NA,3943043,"87","16.9"
28,51,47,TRUE,NA,772,"Spain",4,"From Throw In",768,"England",30714,"Jude Bellingham",21,"Left Wing",11,"Tackle",14,"Lost Out",3943043,"100.4","2"
32,18,54,TRUE,TRUE,772,"Spain",1,"Regular Play",768,"England",4354,"Phil Foden",19,"Center Attacking Midfield",11,"Tackle",13,"Lost In Play",3943043,"92.5","26.1"
33,32,56,TRUE,NA,772,"Spain",5,"Other",768,"England",3382,"Luke Shaw",6,"Left Back",11,"Tackle",14,"Lost Out",3943043,"5.3","18.3"
36,38,59,TRUE,NA,768,"England",7,"From Goal Kick",772,"Spain",4353,"Aymeric Laporte",5,"Left Center Back",10,"Aerial Lost",NA,NA,3943043,"45.1","13.5"
37,40,60,TRUE,TRUE,772,"Spain",1,"Regular Play",772,"Spain",6655,"Fabián Ruiz Peña",11,"Left Defensive Midfield",11,"Tackle",16,"Success In Play",3943043,"85.7","51.9"
38,40,61,TRUE,NA,768,"England",7,"From Goal Kick",772,"Spain",22128,"Robin Aime Robert Le Normand",3,"Right Center Back",10,"Aerial Lost",NA,NA,3943043,"56.4","42.2"
38,50,63,TRUE,TRUE,768,"England",1,"Regular Play",768,"England",3205,"Kyle Walker",2,"Right Back",11,"Tackle",4,"Won",3943043,"51.1","74.8"
42,22,69,TRUE,NA,772,"Spain",1,"Regular Play",768,"England",34526,"Marc Guehi",5,"Left Center Back",11,"Tackle",16,"Success In Play",3943043,"9.5","53.6"
43,0,70,TRUE,NA,772,"Spain",2,"From Corner",772,"Spain",3477,"Álvaro Borja Morata Martín",23,"Center Forward",10,"Aerial Lost",NA,NA,3943043,"114.9","38.7"
43,8,71,TRUE,NA,768,"England",1,"Regular Play",772,"Spain",6655,"Fabián Ruiz Peña",11,"Left Defensive Midfield",11,"Tackle",14,"Lost Out",3943043,"116.8","76.4"
44,0,74,TRUE,TRUE,768,"England",1,"Regular Play",768,"England",30714,"Jude Bellingham",21,"Left Wing",11,"Tackle",4,"Won",3943043,"92.2","19.4"
45,41,75,TRUE,NA,768,"England",3,"From Free Kick",768,"England",10955,"Harry Kane",23,"Center Forward",10,"Aerial Lost",NA,NA,3943043,"111.1","37.4"
46,45,78,TRUE,NA,768,"England",7,"From Goal Kick",768,"England",22084,"Bukayo Saka",17,"Right Wing",10,"Aerial Lost",NA,NA,3943043,"87.4","75"
45,24,80,TRUE,TRUE,772,"Spain",9,"From Kick Off",772,"Spain",3477,"Álvaro Borja Morata Martín",23,"Center Forward",10,"Aerial Lost",NA,NA,3943043,"56.8","24.7"
47,31,82,TRUE,NA,768,"England",9,"From Kick Off",768,"England",10955,"Harry Kane",23,"Center Forward",10,"Aerial Lost",NA,NA,3943043,"94.7","59.5"
49,13,84,TRUE,NA,768,"England",7,"From Goal Kick",768,"England",10955,"Harry Kane",23,"Center Forward",10,"Aerial Lost",NA,NA,3943043,"64.5","28.1"
49,20,86,TRUE,TRUE,768,"England",1,"Regular Play",768,"England",99174,"Kobbie Mainoo",9,"Right Defensive Midfield",11,"Tackle",4,"Won",3943043,"62.5","18.7"
50,23,88,TRUE,NA,772,"Spain",7,"From Goal Kick",772,"Spain",316046,"Lamine Yamal Nasraoui Ebana",17,"Right Wing",10,"Aerial Lost",NA,NA,3943043,"78.1","60.5"
51,54,90,TRUE,NA,772,"Spain",4,"From Throw In",768,"England",30714,"Jude Bellingham",21,"Left Wing",10,"Aerial Lost",NA,NA,3943043,"92.6","19.8"
54,4,91,TRUE,NA,772,"Spain",3,"From Free Kick",768,"England",30714,"Jude Bellingham",21,"Left Wing",11,"Tackle",13,"Lost In Play",3943043,"48.1","6"
55,7,92,TRUE,NA,772,"Spain",4,"From Throw In",768,"England",30714,"Jude Bellingham",21,"Left Wing",11,"Tackle",4,"Won",3943043,"15.3","25.4"
57,9,96,TRUE,TRUE,768,"England",1,"Regular Play",768,"England",3382,"Luke Shaw",6,"Left Back",11,"Tackle",4,"Won",3943043,"46.7","6.5"
58,17,97,TRUE,NA,772,"Spain",4,"From Throw In",768,"England",3943,"Declan Rice",11,"Left Defensive Midfield",11,"Tackle",13,"Lost In Play",3943043,"65.3","25.6"
59,47,98,TRUE,NA,768,"England",1,"Regular Play",772,"Spain",17620,"Marc Cucurella Saseta",6,"Left Back",11,"Tackle",16,"Success In Play",3943043,"15.1","5.5"
60,0,98,TRUE,NA,768,"England",1,"Regular Play",772,"Spain",5721,"Daniel Carvajal Ramos",2,"Right Back",11,"Tackle",14,"Lost Out",3943043,"30.9","71.7"
60,52,99,TRUE,NA,768,"England",4,"From Throw In",772,"Spain",24921,"Martín Zubimendi Ibáñez",9,"Right Defensive Midfield",11,"Tackle",13,"Lost In Play",3943043,"27","33"
62,46,100,TRUE,NA,768,"England",3,"From Free Kick",768,"England",4354,"Phil Foden",19,"Center Attacking Midfield",10,"Aerial Lost",NA,NA,3943043,"99.2","64.1"
66,27,106,TRUE,NA,772,"Spain",2,"From Corner",768,"England",3943,"Declan Rice",11,"Left Defensive Midfield",10,"Aerial Lost",NA,NA,3943043,"8.2","36.3"
68,4,109,TRUE,TRUE,772,"Spain",1,"Regular Play",772,"Spain",6685,"Mikel Oyarzabal Ugarte",23,"Center Forward",11,"Tackle",16,"Success In Play",3943043,"85.7","9.5"
69,2,110,TRUE,NA,772,"Spain",2,"From Corner",772,"Spain",22128,"Robin Aime Robert Le Normand",3,"Right Center Back",10,"Aerial Lost",NA,NA,3943043,"112.9","33"
70,26,112,TRUE,TRUE,768,"England",4,"From Throw In",768,"England",39461,"Cole Palmer",19,"Center Attacking Midfield",11,"Tackle",16,"Success In Play",3943043,"94.5","64.8"
70,29,113,TRUE,TRUE,772,"Spain",1,"Regular Play",772,"Spain",6655,"Fabián Ruiz Peña",11,"Left Defensive Midfield",11,"Tackle",16,"Success In Play",3943043,"34.2","13"
74,49,121,TRUE,NA,768,"England",4,"From Throw In",772,"Spain",6655,"Fabián Ruiz Peña",11,"Left Defensive Midfield",11,"Tackle",14,"Lost Out",3943043,"12.5","8.5"
77,40,123,TRUE,NA,772,"Spain",7,"From Goal Kick",772,"Spain",6685,"Mikel Oyarzabal Ugarte",23,"Center Forward",10,"Aerial Lost",NA,NA,3943043,"113.9","33.6"
81,1,129,TRUE,TRUE,772,"Spain",1,"Regular Play",772,"Spain",24921,"Martín Zubimendi Ibáñez",9,"Right Defensive Midfield",11,"Tackle",16,"Success In Play",3943043,"62.9","27.2"
82,9,131,TRUE,TRUE,768,"England",1,"Regular Play",768,"England",3205,"Kyle Walker",2,"Right Back",11,"Tackle",4,"Won",3943043,"20.4","66.8"
82,11,131,TRUE,TRUE,768,"England",1,"Regular Play",772,"Spain",24921,"Martín Zubimendi Ibáñez",9,"Right Defensive Midfield",11,"Tackle",14,"Lost Out",3943043,"92.3","12.2"
84,3,133,TRUE,NA,772,"Spain",1,"Regular Play",768,"England",3382,"Luke Shaw",6,"Left Back",11,"Tackle",13,"Lost In Play",3943043,"18.9","29.1"
84,4,133,TRUE,NA,772,"Spain",1,"Regular Play",768,"England",3943,"Declan Rice",11,"Left Defensive Midfield",11,"Tackle",14,"Lost Out",3943043,"18.7","34.5"
87,44,137,TRUE,NA,768,"England",9,"From Kick Off",772,"Spain",68574,"Nicholas Williams Arthuer",21,"Left Wing",10,"Aerial Lost",NA,NA,3943043,"47","20"
89,15,138,TRUE,NA,768,"England",2,"From Corner",772,"Spain",5721,"Daniel Carvajal Ramos",2,"Right Back",10,"Aerial Lost",NA,NA,3943043,"5.3","44.6"
91,59,143,TRUE,NA,772,"Spain",3,"From Free Kick",772,"Spain",3042,"Mikel Merino Zazón",19,"Center Attacking Midfield",10,"Aerial Lost",NA,NA,3943043,"81.1","32"
92,43,146,TRUE,NA,768,"England",3,"From Free Kick",768,"England",3834,"Ivan Toney",24,"Left Center Forward",10,"Aerial Lost",NA,NA,3943043,"105.8","59"
0,14,3,TRUE,TRUE,772,"Spain",1,"Regular Play",772,"Spain",16532,"Daniel Olmo Carvajal",19,"Center Attacking Midfield",11,"Tackle",16,"Success In Play",3942752,"60.7","9.4"
0,19,4,TRUE,TRUE,771,"France",1,"Regular Play",771,"France",3026,"Adrien Rabiot",15,"Left Center Midfield",11,"Tackle",16,"Success In Play",3942752,"55.4","48.4"
2,51,8,TRUE,NA,771,"France",7,"From Goal Kick",772,"Spain",6765,"Rodrigo Hernández Cascante",9,"Right Defensive Midfield",10,"Aerial Lost",NA,NA,3942752,"72.6","35.6"
3,30,10,TRUE,TRUE,772,"Spain",1,"Regular Play",771,"France",3026,"Adrien Rabiot",15,"Left Center Midfield",11,"Tackle",16,"Success In Play",3942752,"86.7","28.7"
3,37,10,TRUE,NA,772,"Spain",1,"Regular Play",771,"France",3961,"N'Golo Kanté",13,"Right Center Midfield",11,"Tackle",13,"Lost In Play",3942752,"55.4","59.3"
3,47,11,TRUE,TRUE,771,"France",1,"Regular Play",771,"France",4445,"Jules Koundé",2,"Right Back",11,"Tackle",4,"Won",3942752,"40.4","77.3"
5,33,13,TRUE,NA,771,"France",7,"From Goal Kick",772,"Spain",316046,"Lamine Yamal Nasraoui Ebana",17,"Right Wing",11,"Tackle",13,"Lost In Play",3942752,"54.8","66.4"
6,16,15,TRUE,TRUE,771,"France",1,"Regular Play",772,"Spain",17620,"Marc Cucurella Saseta",6,"Left Back",10,"Aerial Lost",NA,NA,3942752,"70.9","10.5"
10,17,18,TRUE,NA,772,"Spain",9,"From Kick Off",772,"Spain",68574,"Nicholas Williams Arthuer",21,"Left Wing",10,"Aerial Lost",NA,NA,3942752,"100.6","22"
16,24,25,TRUE,NA,772,"Spain",4,"From Throw In",771,"France",4445,"Jules Koundé",2,"Right Back",10,"Aerial Lost",NA,NA,3942752,"81.5","78.4"
16,33,25,TRUE,NA,772,"Spain",4,"From Throw In",771,"France",3009,"Kylian Mbappé Lottin",21,"Left Wing",10,"Aerial Lost",NA,NA,3942752,"79.4","44.6"
19,23,31,TRUE,NA,771,"France",4,"From Throw In",772,"Spain",4353,"Aymeric Laporte",5,"Left Center Back",10,"Aerial Lost",NA,NA,3942752,"2.6","20.5"
19,30,32,TRUE,TRUE,772,"Spain",1,"Regular Play",771,"France",6704,"Theo Bernard François Hernández",6,"Left Back",11,"Tackle",14,"Lost Out",3942752,"103.9","7.1"
22,41,36,TRUE,NA,772,"Spain",2,"From Corner",772,"Spain",6765,"Rodrigo Hernández Cascante",9,"Right Defensive Midfield",10,"Aerial Lost",NA,NA,3942752,"107.9","41.6"
23,25,40,TRUE,TRUE,772,"Spain",1,"Regular Play",772,"Spain",68574,"Nicholas Williams Arthuer",21,"Left Wing",11,"Tackle",16,"Success In Play",3942752,"80.9","26.4"
29,54,48,TRUE,NA,772,"Spain",7,"From Goal Kick",771,"France",17592,"William Saliba",5,"Left Center Back",11,"Tackle",13,"Lost In Play",3942752,"18.7","28.7"
29,56,48,TRUE,NA,772,"Spain",7,"From Goal Kick",771,"France",3026,"Adrien Rabiot",15,"Left Center Midfield",11,"Tackle",16,"Success In Play",3942752,"19.2","27.3"
30,6,48,TRUE,NA,772,"Spain",7,"From Goal Kick",772,"Spain",5202,"José Ignacio Fernández Iglesias",3,"Right Center Back",11,"Tackle",16,"Success In Play",3942752,"20.4","58.1"
30,52,49,TRUE,TRUE,771,"France",1,"Regular Play",771,"France",10481,"Aurélien Djani Tchouaméni",10,"Center Defensive Midfield",11,"Tackle",16,"Success In Play",3942752,"14.4","46.8"
36,38,54,TRUE,NA,772,"Spain",2,"From Corner",771,"France",5477,"Ousmane Dembélé",17,"Right Wing",10,"Aerial Lost",NA,NA,3942752,"40.4","55.4"
37,17,55,TRUE,NA,771,"France",7,"From Goal Kick",772,"Spain",6765,"Rodrigo Hernández Cascante",9,"Right Defensive Midfield",11,"Tackle",13,"Lost In Play",3942752,"39.2","56.6"
42,37,63,TRUE,NA,771,"France",1,"Regular Play",772,"Spain",3477,"Álvaro Borja Morata Martín",23,"Center Forward",11,"Tackle",4,"Won",3942752,"25.6","73.8"
43,22,64,TRUE,NA,771,"France",3,"From Free Kick",771,"France",3026,"Adrien Rabiot",15,"Left Center Midfield",10,"Aerial Lost",NA,NA,3942752,"111.9","44.1"
43,25,64,TRUE,NA,771,"France",3,"From Free Kick",771,"France",8519,"Dayotchanculle Upamecano",3,"Right Center Back",10,"Aerial Lost",NA,NA,3942752,"108.1","55.2"
44,42,66,TRUE,NA,772,"Spain",4,"From Throw In",771,"France",10481,"Aurélien Djani Tchouaméni",10,"Center Defensive Midfield",11,"Tackle",13,"Lost In Play",3942752,"46.7","74.3"
45,47,72,TRUE,TRUE,772,"Spain",1,"Regular Play",772,"Spain",316046,"Lamine Yamal Nasraoui Ebana",17,"Right Wing",11,"Tackle",4,"Won",3942752,"8.6","77.9"
49,56,79,TRUE,NA,772,"Spain",4,"From Throw In",771,"France",4445,"Jules Koundé",2,"Right Back",11,"Tackle",14,"Lost Out",3942752,"9.3","73.6"
52,6,84,TRUE,TRUE,771,"France",1,"Regular Play",771,"France",4445,"Jules Koundé",2,"Right Back",11,"Tackle",4,"Won",3942752,"77.5","74.4"
